Rank,Word,Score,Overall Frequency,Pos1 Freq,Pos2 Freq,Pos3 Freq,Pos4 Freq,Pos5 Freq
8021,wives,2022.8,2914,82,201,49,318,36
8022,arhat,2022.7729268292683,2988,140,267,9,162,253
8023,zanze,2022.7157723577236,2818,3,304,137,20,422
8024,brims,2022.6,2831,173,267,266,68,36
8025,musit,2022.6,2849,107,185,80,158,253
8026,janty,2022.4,2728,20,304,137,139,364
8027,phots,2022.4,2902,141,144,243,139,36
8028,pudor,2022.3999999999999,2874,141,185,75,132,212
8029,warks,2022.3999999999999,2944,82,304,163,55,36
8030,brigs,2022.2,2825,173,267,266,76,36
8031,pence,2022.2,2643,141,241,137,150,422
8032,tonks,2022.2,2933,149,279,137,55,36
8033,gourd,2022.1999999999998,2819,115,279,165,150,118
8034,mixes,2022.1999999999998,2921,107,201,12,318,36
8035,stomp,2022.1999999999998,2831,365,77,243,68,56
8036,lotta,2022.1754634146341,3173,87,279,111,139,63
8037,totem,2022.0349756097562,3028,149,279,111,318,42
8038,hafts,2022.0,2988,69,304,25,139,36
8039,nmols,2022.0,3026,37,38,243,162,36
8040,pooey,2021.871268292683,2772,141,279,243,318,364
8041,dawts,2021.8,2959,111,304,26,139,36
8042,nines,2021.6287317073172,3141,37,201,137,318,36
8043,wiped,2021.6000000000001,2852,82,201,57,318,118
8044,mints,2021.6,2956,107,201,137,139,36
8045,yukes,2021.6,2998,6,185,12,318,36
8046,drink,2021.4,2743,111,267,266,182,113
8047,amyls,2021.3999999999999,3099,140,38,29,162,36
8048,lysin,2021.3999999999999,3051,87,22,80,158,130
8049,offer,2021.2069756097562,3109,41,8,25,318,212
8050,hiked,2021.2,2890,69,201,12,318,118
8051,welks,2021.2,3018,82,241,112,55,36
8052,yirds,2021.2,3052,6,201,163,69,36
8053,tutes,2021.0349756097562,3093,149,185,111,318,36
8054,bands,2021.0,2889,173,304,137,69,36
8055,fauld,2021.0,2779,135,304,165,162,118
8056,mucor,2021.0,2907,107,185,56,132,212
8057,slung,2021.0,2733,365,200,165,182,41
8058,gurns,2020.8,2914,115,185,163,182,36
8059,shiok,2020.8,2688,365,144,266,132,113
8060,virga,2020.8,3004,43,201,163,76,63
8061,mesas,2020.7687154471546,3189,107,241,80,162,36
8062,thawy,2020.6,2709,149,144,306,25,364
8063,turfs,2020.6,2989,149,185,163,35,36
8064,qorma,2020.4,2970,23,279,163,68,63
8065,mobee,2020.1999999999998,2579,107,279,56,318,422
8066,fetta,2020.1754634146341,3163,135,241,111,139,63
8067,viver,2020.0725203252034,2949,43,201,49,318,212
8068,laugh,2020.0,2854,87,304,165,76,137
8069,vends,2020.0,3016,43,241,137,69,36
8070,mbila,2019.8000000000002,2957,107,16,266,162,63
8071,spawn,2019.8,2775,365,61,306,25,130
8072,tithe,2019.634975609756,3016,149,201,111,28,422
8073,adage,2019.6139024390243,2908,140,20,306,76,422
8074,tasso,2019.4974959349595,3125,149,304,80,171,58
8075,wonts,2019.4,2917,82,279,137,139,36
8076,apage,2019.2139024390244,2880,140,61,306,76,422
8077,imago,2019.1999999999998,3024,34,38,306,76,58
8078,redry,2019.0742926829266,2944,105,241,75,150,364
8079,trapt,2019.0400487804877,2966,149,267,306,50,253
8080,hokas,2019.0,2993,69,279,12,162,36
8081,quorl,2019.0,2861,23,185,243,150,155
8082,towns,2019.0,2917,149,279,26,182,36
8083,preps,2018.981544715447,3160,141,267,177,50,36
8084,ekdam,2018.8,3124,72,10,75,162,42
8085,urbex,2018.8,2910,33,267,56,318,8
8086,yokeg,2018.6000000000001,2927,6,279,12,318,41
8087,dhoti,2018.4,2932,111,144,243,139,11
8088,gyros,2018.4,3052,115,22,163,132,36
8089,leche,2018.4,2808,87,241,56,28,422
8090,pawls,2018.4,2918,141,304,26,162,36
8091,cloud,2018.2,2803,198,200,243,82,118
8092,crudy,2018.2,2655,198,267,165,69,364
8093,redux,2018.2,3023,105,241,75,82,8
8094,yiked,2018.2,2927,6,201,12,318,118
8095,rural,2018.0888292682926,3054,105,185,163,162,155
8096,peaze,2018.0,2610,141,241,306,20,422
8097,pudge,2018.0,2764,141,185,75,76,422
8098,throw,2018.0,2960,149,144,163,132,17
8099,kapur,2017.8,2913,20,304,57,82,212
8100,sycon,2017.8,2893,365,22,56,132,130
8101,wrack,2017.8,2751,82,267,306,150,113
8102,xenic,2017.8,2985,0,241,137,158,31
8103,sisal,2017.4781138211383,3029,365,201,80,162,155
8104,fella,2017.4730406504063,3150,135,241,112,162,63
8105,gypes,2017.4,2997,115,22,57,318,36
8106,turks,2017.2,2970,149,185,163,55,36
8107,deens,2017.1999999999998,2864,111,241,177,182,36
8108,yitie,2017.117723577236,3053,6,201,111,158,422
8109,dangs,2017.0,2919,111,304,137,76,36
8110,frogs,2017.0,2857,135,267,243,76,36
8111,sowth,2017.0,2731,365,279,26,139,137
8112,raird,2016.8742926829268,2935,105,304,266,150,118
8113,nivas,2016.8,3038,37,201,49,162,36
8114,plavs,2016.8,2876,141,200,306,45,36
8115,prink,2016.6,2715,141,267,266,182,113
8116,sects,2016.5072520325205,3102,365,241,56,139,36
8117,douma,2016.2,2903,111,279,165,68,63
8118,gerbe,2016.2,2717,115,241,163,24,422
8119,mands,2016.2,2925,107,304,137,69,36
8120,nixed,2016.2,2903,37,201,12,318,118
8121,aioli,2016.0572357723577,3114,140,201,243,162,11
8122,oubit,2016.0,2898,41,185,56,158,253
8123,drows,2015.8,2905,111,267,243,25,36
8124,chaps,2015.6,2870,198,144,306,50,36
8125,gormy,2015.6,2700,115,279,163,68,364
8126,mihas,2015.6,3016,107,201,9,162,36
8127,morgy,2015.6,2700,107,279,163,76,364
8128,oculi,2015.6,3080,41,40,165,162,11
8129,sowse,2015.4360325203252,2845,365,279,26,171,422
8130,baiks,2015.4,2803,173,304,266,55,36
8131,agism,2015.3999999999999,2939,140,11,266,171,42
8132,bousy,2015.3999999999999,2591,173,279,165,171,364
8133,disco,2015.3999999999999,2959,111,201,80,150,58
8134,mashy,2015.2,2770,107,304,80,28,364
8135,penna,2015.1423902439024,3143,141,241,137,182,63
8136,seven,2015.0,2623,365,241,49,318,130
8137,gashy,2014.8,2764,115,304,80,28,364
8138,scowl,2014.8,2806,365,40,243,25,155
8139,where,2014.8,2708,82,144,177,150,422
8140,cueca,2014.5319512195122,3146,198,185,177,150,63
8141,uplit,2014.3999999999999,2946,33,61,112,158,253
8142,tosas,2014.3687154471545,3125,149,279,80,162,36
8143,puzel,2014.2,2817,141,185,11,318,155
8144,rocks,2014.2,3003,105,279,56,55,36
8145,wilts,2014.2,2977,82,201,112,139,36
8146,wench,2014.1999999999998,2859,82,241,137,150,137
8147,noxas,2014.0,3006,37,279,12,162,36
8148,poxed,2014.0,2778,141,279,12,318,118
8149,sheep,2014.0,2650,365,144,177,318,56
8150,among,2013.8000000000002,2927,140,38,243,182,41
8151,peyse,2013.8000000000002,2687,141,241,29,171,422
8152,spack,2013.8,2693,365,61,306,150,113
8153,keaki,2013.6439024390243,3085,20,241,306,55,11
8154,gamin,2013.6,2844,115,304,61,158,130
8155,byrls,2013.4,2985,173,22,163,162,36
8156,elmen,2013.4,2835,72,200,61,318,130
8157,scamp,2013.3999999999999,2799,365,40,306,68,56
8158,sains,2013.3072520325204,2886,365,304,266,182,36
8159,torrs,2013.2776097560975,3047,149,279,163,150,36
8160,dooce,2013.271268292683,2851,111,279,243,150,422
8161,nmoli,2013.2,3028,37,38,243,162,11
8162,braxy,2013.0,2613,173,267,306,3,364
8163,eleet,2013.0,2675,72,200,177,318,253
8164,doses,2012.9687154471546,3044,111,279,80,318,36
8165,etude,2012.8,2818,72,77,165,69,422
8166,haulm,2012.8,2860,69,304,165,162,42
8167,kyats,2012.8,3006,20,22,306,139,36
8168,benes,2012.6,2751,173,241,137,318,36
8169,panch,2012.6,2775,141,304,137,150,137
8170,plods,2012.6,2895,141,200,243,69,36
8171,camus,2012.4,2900,198,304,61,82,36
8172,peens,2012.3999999999999,2836,141,241,177,182,36
8173,defer,2012.1999999999998,2749,111,241,25,318,212
8174,leben,2012.1999999999998,2799,87,241,56,318,130
8175,pangs,2012.1999999999998,2891,141,304,137,76,36
8176,phese,2012.0,2650,141,144,177,171,422
8177,hithe,2011.9860975609756,3016,69,201,111,28,422
8178,aping,2011.8,2893,140,61,266,182,41
8179,fusee,2011.8,2593,135,185,80,318,422
8180,romps,2011.8,2999,105,279,61,50,36
8181,tunic,2011.8,2913,149,185,137,158,31
8182,veery,2011.8,2703,43,241,177,150,364
8183,abbes,2011.7999999999997,3153,140,16,56,318,36
8184,swami,2011.4,2823,365,44,306,68,11
8185,powan,2011.2,2860,141,279,26,162,130
8186,puton,2011.1999999999998,2886,141,185,111,132,130
8187,prows,2011.0,2877,141,267,243,25,36
8188,runds,2011.0,2997,105,185,137,69,36
8189,palki,2010.8,2936,141,304,112,55,11
8190,clonk,2010.6000000000001,2727,198,200,243,182,113
8191,kilos,2010.6000000000001,3017,20,201,112,132,36
8192,mousy,2010.6000000000001,2627,107,279,165,171,364
8193,idees,2010.6,2961,34,20,177,318,36
8194,maiks,2010.6,2839,107,304,266,55,36
8195,pisco,2010.6,2931,141,201,80,150,58
8196,bitte,2010.5754634146342,2909,173,201,111,139,422
8197,gaspy,2010.4,2742,115,304,80,50,364
8198,imped,2010.3999999999999,2974,34,38,57,318,118
8199,thack,2010.3999999999999,2776,149,144,306,150,113
8200,gosht,2010.2,2847,115,279,80,28,253
8201,dorks,2010.1999999999998,2921,111,279,163,55,36
8202,flocs,2010.1999999999998,2841,135,200,243,150,36
8203,fouls,2010.0,2832,135,279,165,162,36
8204,jerky,2010.0,2788,20,241,163,55,364
8205,limpa,2010.0,3042,87,201,61,50,63
8206,rushy,2010.0,2842,105,185,80,28,364
8207,unbed,2010.0,2942,33,87,56,318,118
8208,ogees,2009.8,2961,41,11,177,318,36
8209,azury,2009.6000000000001,2802,140,2,165,150,364
8210,bring,2009.6,2730,173,267,266,182,41
8211,cyton,2009.6,2954,198,22,111,132,130
8212,tings,2009.6,2950,149,201,137,76,36
8213,tasto,2009.4416097560977,3125,149,304,80,139,58
8214,damme,2009.3367804878048,2914,111,304,61,68,422
8215,berry,2009.2776097560973,2831,173,241,163,150,364
8216,tways,2009.2,2990,149,44,306,3,36
8217,speed,2009.1999999999998,2656,365,61,177,318,118
8218,bedim,2009.0,2889,173,241,75,158,42
8219,korun,2009.0,2899,20,279,163,82,130
8220,lindy,2008.8,2776,87,201,137,69,364
8221,walds,2008.8,2946,82,304,112,69,36
8222,ngram,2008.6,3071,37,11,163,162,42
8223,plack,2008.6,2741,141,200,306,150,113
8224,skeen,2008.6,2681,365,10,177,318,130
8225,tided,2008.5051219512195,3022,149,201,75,318,118
8226,carry,2008.4776097560973,2771,198,304,163,150,364
8227,shogi,2008.4,2788,365,144,243,76,11
8228,flexo,2008.2,2965,135,200,177,3,58
8229,fubar,2008.2,2847,135,185,56,162,212
8230,ptish,2008.1999999999998,2819,141,77,266,171,137
8231,poses,2008.1687154471545,3016,141,279,80,318,36
8232,menes,2007.8000000000002,2787,107,241,137,318,36
8233,kulan,2007.6,2940,20,185,112,162,130
8234,leese,2007.6,2614,87,241,177,171,422
8235,halfs,2007.4,2975,69,304,112,35,36
8236,mandi,2007.4,2927,107,304,137,69,11
8237,genes,2007.3999999999999,2781,115,241,137,318,36
8238,swopt,2007.3999999999999,2709,365,44,243,50,253
8239,photy,2007.2,2658,141,144,243,139,364
8240,swang,2007.2,2720,365,44,306,182,41
8241,preve,2007.1999999999998,2644,141,267,177,45,422
8242,amnic,2007.0,3009,140,38,137,158,31
8243,erevs,2007.0,2947,72,267,177,45,36
8244,aroha,2006.9197560975608,3012,140,267,243,28,63
8245,cedes,2006.8,2766,198,241,75,318,36
8246,namus,2006.8,2998,37,304,61,82,36
8247,nobly,2006.8,2746,37,279,56,162,364
8248,hence,2006.6,2665,69,241,137,150,422
8249,revue,2006.6,2745,105,241,49,82,422
8250,woose,2006.471268292683,2845,82,279,243,171,422
8251,minty,2006.4,2712,107,201,137,139,364
8252,hooey,2006.271268292683,2794,69,279,243,318,364
8253,feels,2006.2,2843,135,241,177,162,36
8254,flosh,2006.2,2753,135,200,243,171,137
8255,prora,2005.9939024390242,2990,141,267,243,150,63
8256,bandy,2005.8,2645,173,304,137,69,364
8257,jawed,2005.8,2819,20,304,26,318,118
8258,theed,2005.8,2739,149,144,177,318,118
8259,demob,2005.6000000000001,2972,111,241,61,132,11
8260,reggo,2005.4660162601626,3190,105,241,67,76,58
8261,kidge,2005.4,2813,20,201,75,76,422
8262,porks,2005.4,2893,141,279,163,55,36
8263,turfy,2005.4,2745,149,185,163,35,364
8264,untag,2005.4,3053,33,87,111,162,41
8265,azurn,2005.3999999999999,2951,140,2,165,150,130
8266,opsin,2005.3999999999999,3029,41,61,80,158,130
8267,motus,2005.2,2932,107,279,111,82,36
8268,pilaw,2005.2,2920,141,201,112,162,17
8269,klaps,2005.1999999999998,2934,20,200,306,50,36
8270,swamy,2005.0,2577,365,44,306,68,364
8271,wowse,2004.9008780487802,2845,82,279,26,171,422
8272,jedis,2004.8,2988,20,241,75,158,36
8273,ploys,2004.8,2926,141,200,243,3,36
8274,noshi,2004.6,3051,37,279,80,28,11
8275,merry,2004.4776097560975,2867,107,241,163,150,364
8276,chews,2004.3999999999999,2954,198,144,177,25,36
8277,trots,2004.2416097560974,3047,149,267,243,139,36
8278,aloos,2004.2333170731708,3112,140,200,243,132,36
8279,gadge,2004.2133333333334,2908,115,304,75,76,422
8280,rimus,2004.2,3017,105,201,61,82,36
8281,mizen,2004.1999999999998,2829,107,201,11,318,130
8282,sarus,2004.1072520325204,3006,365,304,163,82,36
8283,faqir,2004.0,2800,135,304,1,158,212
8284,muils,2004.0,2836,107,185,266,162,36
8285,teiid,2003.831544715447,3022,149,241,266,158,118
8286,truck,2003.8000000000002,2777,149,267,165,150,113
8287,omdas,2003.8,3105,41,38,75,162,36
8288,sylva,2003.8,2935,365,22,112,45,63
8289,towny,2003.8,2673,149,279,26,182,364
8290,arear,2003.6669268292683,3102,140,267,177,162,212
8291,evade,2003.6,2750,72,15,306,69,422
8292,gamut,2003.6,2796,115,304,61,82,253
8293,ludos,2003.6,2996,87,185,75,132,36
8294,panko,2003.6,2876,141,304,137,55,58
8295,haugo,2003.3999999999999,2891,69,304,165,76,58
8296,logic,2003.1999999999998,2924,87,279,67,158,31
8297,ochry,2003.1999999999998,2936,41,40,9,150,364
8298,mille,2003.0730406504065,2932,107,201,112,162,422
8299,upsee,2003.0,2729,33,61,80,318,422
8300,perps,2002.981544715447,3160,141,241,163,50,36
8301,ardor,2002.8939999999998,3018,140,267,75,132,212
8302,dryer,2002.8939999999998,2944,111,267,29,318,212
8303,bible,2002.8471544715449,2896,173,201,56,162,422
8304,mixen,2002.8,2826,107,201,12,318,130
8305,akela,2002.7197560975608,3131,140,10,177,162,63
8306,bolus,2002.6,2883,173,279,112,82,36
8307,coifs,2002.6,2795,198,279,266,35,36
8308,bonne,2002.5423902439024,2836,173,279,137,182,422
8309,fosse,2002.4974959349595,2880,135,279,80,171,422
8310,femic,2002.4,2920,135,241,61,158,31
8311,lifts,2002.4,3012,87,201,25,139,36
8312,exert,2002.2,2893,72,14,177,150,253
8313,grimy,2002.2,2617,115,267,266,68,364
8314,nebel,2002.1999999999998,2799,37,241,56,318,155
8315,bukes,2002.0,2854,173,185,12,318,36
8316,chirp,2002.0,2794,198,144,266,150,56
8317,vaids,2002.0,2858,43,304,266,69,36
8318,wadis,2002.0,2900,82,304,75,158,36
8319,joyed,2001.8000000000002,2827,20,279,29,318,118
8320,stept,2001.6515609756098,2992,365,77,177,50,253
8321,birds,2001.6,2908,173,201,163,69,36
8322,leech,2001.6,2808,87,241,177,150,137
8323,unagi,2001.6,2994,33,87,306,76,11
8324,maror,2001.377707317073,2941,107,304,163,132,212
8325,flabs,2001.2,2868,135,200,306,24,36
8326,hived,2001.2,2832,69,201,49,318,118
8327,sulfo,2001.2,2832,365,185,112,35,58
8328,cling,2001.1999999999998,2744,198,200,266,182,41
8329,mandy,2001.0,2681,107,304,137,69,364
8330,dited,2000.8458048780487,3022,111,201,111,318,118
8331,snowy,2000.8000000000002,2612,365,87,243,25,364
8332,woxen,2000.6000000000001,2787,82,279,12,318,130
8333,aphis,2000.6,3065,140,61,9,158,36
8334,gandy,2000.6,2675,115,304,137,69,364
8335,forza,2000.3999999999999,2894,135,279,163,20,63
8336,talls,2000.2730406504065,3088,149,304,112,162,36
8337,paysd,2000.2,2825,141,304,29,171,118
8338,yeuks,2000.0,2998,6,241,165,55,36
8339,yawls,1999.8000000000002,2977,6,304,26,162,36
8340,curds,1999.8,2899,198,185,163,69,36
8341,guyed,1999.8,2823,115,185,29,318,118
8342,howay,1999.8,2733,69,279,26,162,364
8343,fisty,1999.6,2720,135,201,80,139,364
8344,sozin,1999.6,2704,365,279,11,158,130
8345,henna,1999.5423902439024,3165,69,241,137,182,63
8346,bafts,1999.3999999999999,2881,173,304,25,139,36
8347,acral,1999.3729268292682,3063,140,40,163,162,155
8348,gyron,1999.0,2957,115,22,163,132,130
8349,kench,1999.0,2875,20,241,137,150,137
8350,kilts,1999.0,2993,20,201,112,139,36
8351,plowt,1999.0,2757,141,200,243,25,253
8352,rocky,1999.0,2759,105,279,56,55,364
8353,campo,1998.8,2884,198,304,61,50,58
8354,jokes,1998.8,2888,20,279,12,318,36
8355,spies,1998.7072520325203,2933,365,61,266,318,36
8356,powlt,1998.6000000000001,2757,141,279,26,162,253
8357,biked,1998.6,2783,173,201,12,318,118
8358,bimas,1998.6,2909,173,201,61,162,36
8359,hoxed,1998.4,2800,69,279,12,318,118
8360,caxon,1998.2,2813,198,304,12,132,130
8361,kohas,1998.2,2993,20,279,9,162,36
8362,octyl,1998.1999999999998,3097,41,40,111,3,155
8363,thuya,1998.1999999999998,2981,149,144,165,3,63
8364,pryer,1998.0939999999998,2916,141,267,29,318,212
8365,hymen,1998.0,2930,69,22,61,318,130
8366,ogams,1998.0,3022,41,11,306,68,36
8367,nrtta,1997.975463414634,3174,37,267,111,139,63
8368,unold,1997.8,2901,33,87,243,162,118
8369,viand,1997.8,2763,43,201,306,182,118
8370,hibas,1997.6,2980,69,201,56,162,36
8371,river,1997.3743902439023,2949,105,201,49,318,212
8372,downa,1997.2,2888,111,279,26,182,63
8373,galvo,1997.1999999999998,2906,115,304,112,45,58
8374,hydra,1997.1999999999998,3076,69,22,75,150,63
8375,ranns,1997.1423902439024,3113,105,304,137,182,36
8376,torso,1996.9595609756097,3047,149,279,163,171,58
8377,adlib,1996.8,3034,140,20,112,158,11
8378,gecko,1996.8,2978,115,241,56,55,58
8379,abbey,1996.6,2909,140,16,56,318,364
8380,hangs,1996.6,2913,69,304,137,76,36
8381,rompy,1996.6,2755,105,279,61,50,364
8382,yokan,1996.6,2935,6,279,12,162,130
8383,zendo,1996.6,2989,3,241,137,69,58
8384,boyau,1996.4,2898,173,279,29,162,1
8385,drown,1996.4,2810,111,267,243,25,130
8386,girds,1996.4,2938,115,201,163,69,36
8387,grata,1996.283658536585,2911,115,267,306,139,63
8388,flank,1996.2,2703,135,200,306,182,113
8389,synod,1996.1999999999998,2811,365,22,137,132,118
8390,quats,1995.8000000000002,2867,23,185,306,139,36
8391,blaws,1995.8,2833,173,200,306,25,36
8392,medle,1995.8,2655,107,241,75,162,422
8393,pyots,1995.8,2939,141,22,243,139,36
8394,punto,1995.6,2886,141,185,137,139,58
8395,haded,1995.5051219512195,2985,69,304,75,318,118
8396,blond,1995.4,2715,173,200,243,182,118
8397,sophy,1995.4,2597,365,279,57,28,364
8398,gluts,1995.3999999999999,2889,115,200,165,139,36
8399,weigh,1995.3999999999999,2791,82,241,266,76,137
8400,cells,1995.2730406504065,3089,198,241,112,162,36
8401,popes,1995.2031707317074,3016,141,279,57,318,36
8402,podex,1995.2,2778,141,279,75,318,8
8403,sides,1995.1072520325204,2961,365,201,75,318,36
8404,dorky,1995.0,2677,111,279,163,55,364
8405,azoth,1994.8,2884,140,2,243,139,137
8406,pique,1994.8,2760,141,201,1,82,422
8407,unsex,1994.8,2974,33,87,80,318,8
8408,rorts,1994.6888292682927,3047,105,279,163,139,36
8409,mafts,1994.6000000000001,2917,107,304,25,139,36
8410,words,1994.6,2905,82,279,163,69,36
8411,bayou,1994.4,2898,173,304,29,132,1
8412,eaved,1994.4,2750,72,304,49,318,118
8413,mocap,1994.3999999999999,2884,107,279,56,162,56
8414,ettin,1994.246487804878,3202,72,77,111,158,130
8415,chins,1994.2,2773,198,144,266,182,36
8416,nurds,1994.2,2997,37,185,163,69,36
8417,alans,1994.0139024390242,2932,140,200,306,182,36
8418,lochs,1993.8,2999,87,279,56,28,36
8419,miked,1993.8,2819,107,201,12,318,118
8420,sclim,1993.8,2845,365,40,112,158,42
8421,cooed,1993.6712682926832,2851,198,279,243,318,118
8422,dured,1993.6458048780487,2986,111,185,163,318,118
8423,churn,1993.6,2798,198,144,165,150,130
8424,yangs,1993.6,2950,6,304,137,76,36
8425,volve,1993.4541138211384,2851,43,279,112,45,422
8426,chams,1993.3999999999999,2821,198,144,306,68,36
8427,luxed,1993.2,2842,87,185,12,318,118
8428,pavon,1993.2,2818,141,304,49,132,130
8429,quila,1993.1999999999998,2856,23,185,266,162,63
8430,recur,1993.1743902439023,3068,105,241,56,82,212
8431,mitie,1992.7177235772356,2945,107,201,111,158,422
8432,spell,1992.6416910569105,2979,365,61,177,162,155
8433,ketes,1992.6000000000001,2837,20,241,111,318,36
8434,begun,1992.6,2859,173,241,67,82,130
8435,limns,1992.6,2943,87,201,61,182,36
8436,rough,1992.6,2813,105,279,165,76,137
8437,hoses,1992.5687154471545,3038,69,279,80,318,36
8438,netts,1992.3754634146344,3200,37,241,111,139,36
8439,finos,1992.2,2893,135,201,137,132,36
8440,kiefs,1991.8000000000002,3007,20,201,177,35,36
8441,eughs,1991.8,3061,72,185,67,28,36
8442,folic,1991.8,2843,135,279,112,158,31
8443,petit,1991.7739024390244,2994,141,241,111,158,253
8444,visto,1991.6000000000001,2972,43,201,80,139,58
8445,apeek,1991.6,2780,140,61,177,318,113
8446,gorbs,1991.6,2908,115,279,163,24,36
8447,womas,1991.6,2906,82,279,61,162,36
8448,natal,1991.452926829268,2993,37,304,111,162,155
8449,epode,1991.3999999999999,2741,72,61,243,69,422
8450,nuked,1991.2,2872,37,185,12,318,118
8451,perve,1991.1999999999998,2644,141,241,163,45,422
