Rank,Word,Score,Pos1 Overall Freq,Pos1 Positional Freq,Pos2 Overall Freq,Pos2 Positional Freq,Pos3 Overall Freq,Pos3 Positional Freq,Pos4 Overall Freq,Pos4 Positional Freq,Pos5 Overall Freq,Pos5 Positional Freq
10009,ragas,1762.5462804878048,897,975,310,975,668,105,304,67,162,36
10010,swamp,1762.45,668,194,975,316,365,365,44,306,68,56
10011,argan,1762.4062804878047,975,897,310,975,573,140,267,67,162,130
10012,rilly,1762.3877398373984,897,670,716,716,424,105,201,112,162,364
10013,croon,1762.163975609756,475,897,753,753,573,198,267,243,132,130
10014,scudi,1762.1000000000001,668,475,466,393,670,365,40,165,69,11
10015,brung,1761.9,280,897,466,573,310,173,267,165,182,41
10016,memos,1761.7714471544714,316,1230,316,753,668,107,241,61,132,36
10017,knees,1761.65,210,573,1230,1230,668,20,87,177,318,36
10018,voids,1761.65,152,753,670,393,668,43,279,266,69,36
10019,rompu,1761.5500000000002,897,753,316,365,466,105,279,61,50,1
10020,mirkn,1761.5000000000002,316,670,897,210,573,107,201,163,55,130
10021,munis,1761.5,316,466,573,670,668,107,185,137,158,36
10022,rymme,1761.350300813008,897,424,316,316,1230,105,22,61,68,422
10023,homme,1761.2503008130082,387,753,316,316,1230,69,279,61,68,422
10024,kedgy,1761.0500000000002,210,1230,393,310,424,20,241,75,76,364
10025,qipao,1761.0500000000002,29,670,365,975,753,23,201,57,162,58
10026,onium,1761.0,753,573,670,466,316,41,87,266,82,42
10027,dhikr,1760.95,393,387,670,210,897,111,144,266,55,212
10028,packy,1760.95,365,975,475,210,424,141,304,56,55,364
10029,aflow,1760.9,975,229,716,753,194,140,8,112,132,17
10030,chimo,1760.8500000000001,475,387,670,316,753,198,144,266,68,58
10031,dampy,1760.65,393,975,316,365,424,111,304,61,50,364
10032,unmew,1760.65,466,573,316,1230,194,33,87,61,318,17
10033,taiga,1760.511463414634,729,975,670,310,975,149,304,266,76,63
10034,bisom,1760.45,280,670,668,753,316,173,201,80,132,42
10035,fanks,1760.4,229,975,573,210,668,135,304,137,55,36
10036,fixed,1760.25,229,670,37,1230,393,135,201,12,318,118
10037,knaps,1759.6000000000001,210,573,975,365,668,20,87,306,50,36
10038,bauks,1759.3,280,975,466,210,668,173,304,165,55,36
10039,oboes,1759.2304024390246,753,280,753,1230,668,41,16,243,318,36
10040,moana,1759.0808536585366,316,753,975,573,975,107,279,306,182,63
10041,nooit,1759.0566707317075,573,753,753,670,729,37,279,243,158,253
10042,crocs,1758.910386178862,475,897,753,475,668,198,267,243,150,36
10043,tewit,1758.901792682927,729,1230,194,670,729,149,241,26,158,253
10044,yoick,1758.9,424,753,670,475,210,6,279,266,150,113
10045,nagar,1758.8962804878047,573,975,310,975,897,37,304,67,162,212
10046,pashm,1758.8000000000002,365,975,668,387,316,141,304,80,28,42
10047,plotz,1758.8000000000002,365,716,753,729,40,141,200,243,139,4
10048,squad,1758.8000000000002,668,29,466,975,393,365,5,165,162,118
10049,fawns,1758.8,229,975,194,573,668,135,304,26,182,36
10050,quash,1758.65,29,466,975,668,387,23,185,306,171,137
10051,drubs,1758.55,393,897,466,280,668,111,267,165,24,36
10052,mound,1758.5000000000002,316,753,466,573,393,107,279,165,182,118
10053,alamo,1758.4523780487802,975,716,975,316,753,140,200,306,68,58
10054,chops,1758.3500000000001,475,387,753,365,668,198,144,243,50,36
10055,wolds,1758.3,194,753,716,393,668,82,279,112,69,36
10056,peize,1758.25,365,1230,670,40,1230,141,241,266,20,422
10057,supes,1758.1770813008131,668,466,365,1230,668,365,185,57,318,36
10058,keema,1758.1000000000001,210,1230,1230,316,975,20,241,177,68,63
10059,raddy,1757.7718658536587,897,975,393,393,424,105,304,75,69,364
10060,sordo,1757.7560000000003,668,753,897,393,753,365,279,163,69,58
10061,soxes,1757.6770813008131,668,753,37,1230,668,365,279,12,318,36
10062,hohed,1757.544475609756,387,753,387,1230,393,69,279,9,318,118
10063,teste,1757.528548780488,729,1230,668,729,1230,149,241,80,139,422
10064,curvy,1757.45,475,466,897,152,424,198,185,163,45,364
10065,tombs,1757.3500000000001,729,753,316,280,668,149,279,61,24,36
10066,lownd,1757.35,716,753,194,573,393,87,279,26,182,118
10067,arval,1757.3062804878048,975,897,152,975,716,140,267,49,162,155
10068,tolls,1757.1377398373984,729,753,716,716,668,149,279,112,162,36
10069,omdah,1757.05,753,316,393,975,387,41,38,75,162,137
10070,debes,1756.9500000000003,393,1230,280,1230,668,111,241,56,318,36
10071,gonys,1756.9,310,753,573,424,668,115,279,137,3,36
10072,hemes,1756.8000000000002,387,1230,316,1230,668,69,241,61,318,36
10073,anlas,1756.7062804878049,975,573,716,975,668,140,87,112,162,36
10074,whits,1756.5500000000002,194,387,670,729,668,82,144,266,139,36
10075,fuzes,1756.4,229,466,40,1230,668,135,185,11,318,36
10076,hajis,1756.3500000000001,387,975,27,670,668,69,304,3,158,36
10077,nanti,1756.3380853658537,573,975,573,729,670,37,304,137,139,11
10078,mells,1756.3377398373984,316,1230,716,716,668,107,241,112,162,36
10079,bruja,1756.2500000000002,280,897,466,27,975,173,267,165,2,63
10080,gilds,1756.2,310,670,716,393,668,115,201,112,69,36
10081,pirai,1756.1054471544717,365,670,897,975,670,141,201,163,162,11
10082,gests,1756.0962276422765,310,1230,668,729,668,115,241,80,139,36
10083,belli,1756.0877398373984,280,1230,716,716,670,173,241,112,162,11
10084,milds,1755.9,316,670,716,393,668,107,201,112,69,36
10085,zayin,1755.9,40,975,424,670,573,3,304,29,158,130
10086,embus,1755.8000000000002,1230,316,280,466,668,72,38,56,82,36
10087,sonny,1755.5409512195122,668,753,573,573,424,365,279,137,182,364
10088,vigas,1755.3000000000002,152,670,310,975,668,43,201,67,162,36
10089,pilow,1755.25,365,670,716,753,194,141,201,112,132,17
10090,amari,1755.2023780487805,975,316,975,897,670,140,38,306,150,11
10091,bigly,1755.15,280,670,310,716,424,173,201,67,162,364
10092,bluid,1755.05,280,716,466,670,393,173,200,165,158,118
10093,casco,1755.0103861788618,475,975,668,475,753,198,304,80,150,58
10094,musha,1754.95,316,466,668,387,975,107,185,80,28,63
10095,bihon,1754.9,280,670,387,753,573,173,201,9,132,130
10096,bugan,1754.85,280,466,310,975,573,173,185,67,162,130
10097,gipon,1754.8000000000002,310,670,365,753,573,115,201,57,132,130
10098,synch,1754.8000000000002,668,424,573,475,387,365,22,137,150,137
10099,belve,1754.75,280,1230,716,152,1230,173,241,112,45,422
10100,sexed,1754.7,668,1230,37,1230,393,365,241,12,318,118
10101,musse,1754.616105691057,316,466,668,668,1230,107,185,80,171,422
10102,linum,1754.6000000000001,716,670,573,466,316,87,201,137,82,42
10103,texta,1754.578548780488,729,1230,37,729,975,149,241,12,139,63
10104,papri,1754.5136788617885,365,975,365,897,670,141,304,57,150,11
10105,shiai,1754.4334959349594,668,387,670,975,670,365,144,266,162,11
10106,sixth,1754.3500000000001,668,670,37,729,387,365,201,12,139,137
10107,patia,1754.311463414634,365,975,729,670,975,141,304,111,158,63
10108,odyls,1754.3,753,393,424,716,668,41,20,29,162,36
10109,vaded,1754.2685365853658,152,975,393,1230,393,43,304,75,318,118
10110,ekkas,1754.256829268293,1230,210,210,975,668,72,10,12,162,36
10111,mieux,1754.2,316,670,1230,466,37,107,201,177,82,8
10112,blowy,1754.1000000000001,280,716,753,194,424,173,200,243,25,364
10113,reses,1754.0462276422768,897,1230,668,1230,668,105,241,80,318,36
10114,fykes,1753.9,229,424,210,1230,668,135,22,12,318,36
10115,knurs,1753.8,210,573,466,897,668,20,87,165,150,36
10116,slaps,1753.6270813008132,668,716,975,365,668,365,200,306,50,36
10117,silly,1753.4377398373983,668,670,716,716,424,365,201,112,162,364
10118,juris,1753.3000000000002,27,466,897,670,668,20,185,163,158,36
10119,aphid,1753.2000000000003,975,365,387,670,393,140,61,9,158,118
10120,besee,1753.2,280,1230,668,1230,1230,173,241,80,318,422
10121,cheep,1753.2,475,387,1230,1230,365,198,144,177,318,56
10122,loots,1752.9066707317074,716,753,753,729,668,87,279,243,139,36
10123,heths,1752.8925609756097,387,1230,729,387,668,69,241,111,28,36
10124,doped,1752.8518048780488,393,753,365,1230,393,111,279,57,318,118
10125,alvar,1752.8062804878048,975,716,152,975,897,140,200,49,162,212
10126,pulka,1752.8000000000002,365,466,716,210,975,141,185,112,55,63
10127,fidos,1752.7,229,670,393,753,668,135,201,75,132,36
10128,heedy,1752.7,387,1230,1230,393,424,69,241,177,69,364
10129,hexyl,1752.7,387,1230,37,424,716,69,241,12,3,155
10130,sarks,1752.6270813008132,668,975,897,210,668,365,304,163,55,36
10131,lunch,1752.5500000000002,716,466,573,475,387,87,185,137,150,137
10132,palsa,1752.361463414634,365,975,716,668,975,141,304,112,171,63
10133,unsaw,1752.3500000000001,466,573,668,975,194,33,87,80,162,17
10134,howls,1752.3000000000002,387,753,194,716,668,69,279,26,162,36
10135,jeely,1752.15,27,1230,1230,716,424,20,241,177,162,364
10136,elpee,1752.1000000000001,1230,716,365,1230,1230,72,200,57,318,422
10137,roric,1752.098987804878,897,753,897,670,475,105,279,163,158,31
10138,gnaws,1752.0500000000002,310,573,975,194,668,115,87,306,25,36
10139,sekos,1752.0270813008133,668,1230,210,753,668,365,241,12,132,36
10140,dicht,1751.75,393,670,475,387,729,111,201,56,28,253
10141,pavid,1751.75,365,975,152,670,393,141,304,49,158,118
10142,holks,1751.65,387,753,716,210,668,69,279,112,55,36
10143,zonda,1751.65,40,753,573,393,975,3,279,137,69,63
10144,ankus,1751.25,975,573,210,466,668,140,87,12,82,36
10145,manat,1751.2462804878048,316,975,573,975,729,107,304,137,162,253
10146,zizel,1751.2342276422764,40,670,40,1230,716,3,201,11,318,155
10147,gompa,1751.05,310,753,316,365,975,115,279,61,50,63
10148,spues,1750.977081300813,668,365,466,1230,668,365,61,165,318,36
10149,arbas,1750.9062804878047,975,897,280,975,668,140,267,56,162,36
10150,dishy,1750.9,393,670,668,387,424,111,201,80,28,364
10151,erses,1750.8962276422767,1230,897,668,1230,668,72,267,80,318,36
10152,jibed,1750.8500000000001,27,670,280,1230,393,20,201,56,318,118
10153,pyrus,1750.8000000000002,365,424,897,466,668,141,22,163,82,36
10154,loyal,1750.750032520325,716,753,424,975,716,87,279,29,162,155
10155,clung,1750.7,475,716,466,573,310,198,200,165,182,41
10156,ticky,1750.65,729,670,475,210,424,149,201,56,55,364
10157,exies,1750.4500000000003,1230,37,670,1230,668,72,14,266,318,36
10158,fluyt,1750.4,229,716,466,424,729,135,200,165,3,253
10159,scoot,1750.3639756097564,668,475,753,753,729,365,40,243,132,253
10160,lying,1750.25,716,424,670,573,310,87,22,266,182,41
10161,ritts,1750.2041341463416,897,670,729,729,668,105,201,111,139,36
10162,lumme,1750.150300813008,716,466,316,316,1230,87,185,61,68,422
10163,funts,1750.15,229,466,573,729,668,135,185,137,139,36
10164,oncus,1750.15,753,573,475,466,668,41,87,56,82,36
10165,pepsi,1749.9136788617886,365,1230,365,668,670,141,241,57,171,11
10166,agars,1749.9023780487803,975,310,975,897,668,140,11,306,150,36
10167,punga,1749.85,365,466,573,310,975,141,185,137,76,63
10168,boded,1749.8185365853658,280,753,393,1230,393,173,279,75,318,118
10169,would,1749.8000000000002,194,753,466,716,393,82,279,165,162,118
10170,dacks,1749.4500000000003,393,975,475,210,668,111,304,56,55,36
10171,silos,1749.3270813008132,668,670,716,753,668,365,201,112,132,36
10172,bdays,1749.1000000000001,280,393,975,424,668,173,20,306,3,36
10173,neves,1749.1000000000001,573,1230,152,1230,668,37,241,49,318,36
10174,mompe,1749.0214471544716,316,753,316,365,1230,107,279,61,50,422
10175,rills,1748.9877398373985,897,670,716,716,668,105,201,112,162,36
10176,gipsy,1748.95,310,670,365,668,424,115,201,57,171,364
10177,saddy,1748.8218658536587,668,975,393,393,424,365,304,75,69,364
10178,shoot,1748.7639756097562,668,387,753,753,729,365,144,243,132,253
10179,croci,1748.7603861788618,475,897,753,475,670,198,267,243,150,11
10180,hongs,1748.7000000000003,387,753,573,310,668,69,279,137,76,36
10181,bigos,1748.6000000000001,280,670,310,753,668,173,201,67,132,36
10182,rists,1748.4462276422764,897,670,668,729,668,105,201,80,139,36
10183,teggs,1748.4378861788616,729,1230,310,310,668,149,241,67,76,36
10184,lawks,1748.25,716,975,194,210,668,87,304,26,55,36
10185,toxic,1748.25,729,753,37,670,475,149,279,12,158,31
10186,barby,1748.2111788617885,280,975,897,280,424,173,304,163,24,364
10187,tusky,1748.2,729,466,668,210,424,149,185,80,55,364
10188,album,1748.15,975,716,280,466,316,140,200,56,82,42
10189,waltz,1748.15,194,975,716,729,40,82,304,112,139,4
10190,nucha,1747.8500000000001,573,466,475,387,975,37,185,56,28,63
10191,slurs,1747.8270813008132,668,716,466,897,668,365,200,165,150,36
10192,venue,1747.8000000000002,152,1230,573,466,1230,43,241,137,82,422
10193,ozzie,1747.5889837398377,753,40,40,670,1230,41,2,11,158,422
10194,packs,1747.5500000000002,365,975,475,210,668,141,304,56,55,36
10195,bunya,1747.3500000000001,280,466,573,424,975,173,185,137,3,63
10196,fifes,1747.33287398374,229,670,229,1230,668,135,201,25,318,36
10197,drill,1747.3274715447155,393,897,670,716,716,111,267,266,162,155
10198,damps,1747.25,393,975,316,365,668,111,304,61,50,36
10199,mafic,1747.0000000000002,316,975,229,670,475,107,304,25,158,31
10200,uncap,1747.0,466,573,475,975,365,33,87,56,162,56
10201,hocus,1746.85,387,753,475,466,668,69,279,56,82,36
10202,fnarr,1746.8326219512194,229,573,975,897,897,135,87,306,150,212
10203,dingo,1746.8,393,670,573,310,753,111,201,137,76,58
10204,tolts,1746.778548780488,729,753,716,729,668,149,279,112,139,36
10205,flims,1746.7,229,716,670,316,668,135,200,266,68,36
10206,cocas,1746.6356300813009,475,753,475,975,668,198,279,56,162,36
10207,cheth,1746.5187560975612,475,387,1230,729,387,198,144,177,139,137
10208,datto,1746.4541341463414,393,975,729,729,753,111,304,111,139,58
10209,britt,1746.284841463415,280,897,670,729,729,173,267,266,139,253
10210,wisht,1746.2,194,670,668,387,729,82,201,80,28,253
10211,rorid,1746.148987804878,897,753,897,670,393,105,279,163,158,118
10212,shtum,1746.1000000000001,668,387,729,466,316,365,144,111,82,42
10213,jubes,1745.8000000000002,27,466,280,1230,668,20,185,56,318,36
10214,gilpy,1745.65,310,670,716,365,424,115,201,112,50,364
10215,shott,1745.5348414634148,668,387,753,729,729,365,144,243,139,253
10216,powis,1745.5000000000002,365,753,194,670,668,141,279,26,158,36
10217,prill,1745.4274715447154,365,897,670,716,716,141,267,266,162,155
10218,jamon,1745.35,27,975,316,753,573,20,304,61,132,130
10219,locum,1745.0000000000002,716,753,475,466,316,87,279,56,82,42
10220,bitch,1744.9500000000003,280,670,729,475,387,173,201,111,150,137
10221,burps,1744.9500000000003,280,466,897,365,668,173,185,163,50,36
10222,pingo,1744.9,365,670,573,310,753,141,201,137,76,58
10223,rumpo,1744.9,897,466,316,365,753,105,185,61,50,58
10224,seles,1744.8770813008132,668,1230,716,1230,668,365,241,112,318,36
10225,neebs,1744.8000000000002,573,1230,1230,280,668,37,241,177,24,36
10226,fling,1744.7,229,716,670,573,310,135,200,266,182,41
10227,marms,1744.5329349593496,316,975,897,316,668,107,304,163,68,36
10228,glowy,1744.5,310,716,753,194,424,115,200,243,25,364
10229,funsy,1744.4,229,466,573,668,424,135,185,137,171,364
10230,yowls,1744.3000000000002,424,753,194,716,668,6,279,26,162,36
10231,enemy,1744.25,1230,573,1230,316,424,72,87,177,68,364
10232,saman,1744.2462804878048,668,975,316,975,573,365,304,61,162,130
10233,bonza,1743.9500000000003,280,753,573,40,975,173,279,137,20,63
10234,maxis,1743.9500000000003,316,975,37,670,668,107,304,12,158,36
10235,arrow,1743.8335487804877,975,897,897,753,194,140,267,163,132,17
10236,droid,1743.751804878049,393,897,753,670,393,111,267,243,158,118
10237,yolks,1743.65,424,753,716,210,668,6,279,112,55,36
10238,selfs,1743.477081300813,668,1230,716,229,668,365,241,112,35,36
10239,pooay,1743.2066707317074,365,753,753,975,424,141,279,243,162,364
10240,doups,1743.2000000000003,393,753,466,365,668,111,279,165,50,36
10241,dynos,1743.15,393,424,573,753,668,111,22,137,132,36
10242,spick,1743.15,668,365,670,475,210,365,61,266,150,113
10243,palay,1743.0962804878047,365,975,716,975,424,141,304,112,162,364
10244,thana,1743.0808536585364,729,387,975,573,975,149,144,306,182,63
10245,aliya,1743.0714634146339,975,716,670,424,975,140,200,266,3,63
10246,manzo,1743.0500000000002,316,975,573,40,753,107,304,137,20,58
10247,glibs,1742.65,310,716,670,280,668,115,200,266,24,36
10248,smirr,1742.6326219512196,668,316,670,897,897,365,38,266,150,212
10249,sooth,1742.5066707317073,668,753,753,729,387,365,279,243,139,137
10250,flobs,1742.4,229,716,753,280,668,135,200,243,24,36
10251,elfed,1742.25,1230,716,229,1230,393,72,200,25,318,118
10252,gonch,1742.0,310,753,573,475,387,115,279,137,150,137
10253,sekts,1741.977081300813,668,1230,210,729,668,365,241,12,139,36
10254,aulas,1741.9562804878046,975,466,716,975,668,140,185,112,162,36
10255,robug,1741.65,897,753,280,466,310,105,279,56,82,41
10256,scroo,1741.613304878049,668,475,897,753,753,365,40,163,132,58
10257,proto,1741.6037073170733,365,897,753,729,753,141,267,243,139,58
10258,dhaks,1741.5500000000002,393,387,975,210,668,111,144,306,55,36
10259,embog,1741.5,1230,316,280,753,310,72,38,56,132,41
10260,vrows,1741.5,152,897,753,194,668,43,267,243,25,36
10261,oskin,1741.35,753,668,210,670,573,41,16,12,158,130
10262,hevel,1741.15,387,1230,152,1230,716,69,241,49,318,155
10263,smock,1741.15,668,316,753,475,210,365,38,243,150,113
10264,stout,1741.1397439024392,668,729,753,466,729,365,77,243,82,253
10265,vangs,1741.1000000000001,152,975,573,310,668,43,304,137,76,36
10266,knags,1741.0500000000002,210,573,975,310,668,20,87,306,76,36
10267,blows,1740.7000000000003,280,716,753,194,668,173,200,243,25,36
10268,hacky,1740.65,387,975,475,210,424,69,304,56,55,364
10269,wrick,1740.4,194,897,670,475,210,82,267,266,150,113
10270,bowls,1740.2500000000002,280,753,194,716,668,173,279,26,162,36
10271,oulks,1740.2,753,466,716,210,668,41,185,112,55,36
10272,queys,1740.15,29,466,1230,424,668,23,185,177,3,36
10273,dreer,1739.9048048780487,393,897,1230,1230,897,111,267,177,318,212
10274,whamo,1739.8500000000001,194,387,975,316,753,82,144,306,68,58
10275,chogs,1739.8000000000002,475,387,753,310,668,198,144,243,76,36
10276,tuffe,1739.7682398373986,729,466,229,229,1230,149,185,25,35,422
10277,pyoid,1739.65,365,424,753,670,393,141,22,243,158,118
10278,bolks,1739.6000000000001,280,753,716,210,668,173,279,112,55,36
10279,oozie,1739.5826951219512,753,753,40,670,1230,41,279,11,158,422
10280,gawcy,1739.45,310,975,194,475,424,115,304,26,150,364
10281,heeds,1739.3000000000002,387,1230,1230,393,668,69,241,177,69,36
10282,silts,1739.277081300813,668,670,716,729,668,365,201,112,139,36
10283,ducts,1739.2000000000003,393,466,475,729,668,111,185,56,139,36
10284,fatal,1738.8462804878047,229,975,729,975,716,135,304,111,162,155
10285,gigue,1738.799105691057,310,670,310,466,1230,115,201,67,82,422
10286,jeels,1738.7500000000002,27,1230,1230,716,668,20,241,177,162,36
10287,hongi,1738.5500000000002,387,753,573,310,670,69,279,137,76,11
10288,ghusl,1738.3500000000001,310,387,466,668,716,115,144,165,171,155
10289,skatt,1738.3348414634147,668,210,975,729,729,365,10,306,139,253
10290,spats,1738.2770813008133,668,365,975,729,668,365,61,306,139,36
10291,saims,1738.277081300813,668,975,670,316,668,365,304,266,68,36
10292,kutis,1738.15,210,466,729,670,668,20,185,111,158,36
10293,evohe,1738.1000000000001,1230,152,753,387,1230,72,15,243,28,422
